index,sr,size,centroid,flux,rolloff,flatness,spread,skewness,kurtosis,id
9220800,48000,4800,1100.7125,1553.5425,5098.125,0.052223824,2264.5076,6.1909137,63.084057,86ebf5f8d
9225600,48000,4800,967.1384,1179.5092,3715.625,0.034966126,1979.4095,6.9893074,72.22362,027008b0b
9230400,48000,4800,2363.209,2464.9414,7888.75,0.07056597,2883.8845,2.6423922,12.435822,910c20927
9235200,48000,4800,919.20667,755.8968,3481.875,0.027435817,1839.2029,6.103846,57.264004,fdd2c1f47
9240000,48000,4800,1119.3516,2558.8801,5061.25,0.04091227,2257.3916,4.5492897,28.019482,b040ed4b8
9244800,48000,4800,570.39624,6890.9375,2377.8125,0.010872673,1213.2646,7.3798714,90.84002,e17c11ea9
9249600,48000,4800,377.39307,929.4673,951.5625,0.007078625,899.2681,12.644489,225.18552,64a2dfe94
9254400,48000,4800,467.48062,414.86716,1301.875,0.010885155,1109.7047,10.666094,161.16827,8cf22977b
9259200,48000,4800,513.2453,832.3664,1891.875,0.0110019,1169.1223,10.762788,172.05437,a92390e3a
9264000,48000,4800,667.9122,774.05237,3005.625,0.026558395,1773.6488,6.482143,57.379818,153cdaa0a
9268800,48000,4800,1201.7152,12.380596,6550.625,0.07503351,3068.3167,4.227957,22.707495,6f61a5e5f
9273600,48000,4800,2487.6428,6.781234,12118.75,0.1499805,4034.6167,2.563453,9.77766,078d794e6
9278400,48000,4800,1821.3759,16.064003,8180.625,0.1014636,3344.971,3.4821508,16.398731,9f21da312
9283200,48000,4800,2036.2167,7.199572,10138.4375,0.12323887,3703.4978,3.1180525,13.209558,4718bfd77
9288000,48000,4800,1859.7184,257.8197,7477.1875,0.08287387,2914.2458,3.6719418,19.358427,ef029ae4a
9292800,48000,4800,2078.9812,37.081036,9871.875,0.11698957,3588.6782,3.0192697,12.796722,db5a25be5
9297600,48000,4800,1452.7075,37.65555,6392.5,0.07189017,2802.3088,4.00851,21.876318,21ee9e119
9302400,48000,4800,2610.6853,149.31175,8553.4375,0.107645914,3121.6655,2.673693,12.543666,f63d04e81
9307200,48000,4800,2369.3816,3.8078597,11698.4375,0.15212077,4060.145,2.5910184,9.812871,54aa03de4
9312000,48000,4800,1829.2479,999.04333,8874.0625,0.097662166,3146.9934,3.4612572,19.169706,929e44596
9316800,48000,4800,561.878,636.1904,1824.6875,0.021293366,1716.4778,7.9403434,77.62031,e29223e04
9321600,48000,4800,1621.0864,5111.325,6572.5,0.0501465,2507.0142,3.242276,18.2178,ffdf3607b
9326400,48000,4800,1824.7175,137.12416,8247.5,0.09519065,3221.7002,3.2588806,15.081252,77eb98e07
9331200,48000,4800,799.19916,5875.8047,3611.5625,0.025638044,1536.782,7.6823764,113.38978,22604e74f
9336000,48000,4800,478.1101,497.8708,2071.5625,0.0121494895,1196.9153,9.84888,154.75812,446614391
9340800,48000,4800,627.70807,6518.4644,2776.5625,0.01945356,1515.4034,7.305061,81.068794,13f41b39e
9345600,48000,4800,319.2517,1667.5431,1010.3125,0.0032834332,618.4934,15.042289,385.13132,c3770433a
9350400,48000,4800,256.5315,177.11961,536.25,0.0023487664,496.6497,20.172735,611.43835,d656ce621
9355200,48000,4800,245.59851,130.3115,440.0,0.0023157697,493.5054,20.175602,597.29755,95de83b68
9360000,48000,4800,236.4287,80.34191,417.8125,0.002102546,462.29245,22.531944,726.908,72001749d
9364800,48000,4800,233.3026,115.65039,398.4375,0.002167627,472.64035,22.664272,721.88873,53febedd3
9369600,48000,4800,232.29135,49.34037,369.0625,0.0023304652,489.86484,21.598555,658.9336,37688b08b
9374400,48000,4800,227.03067,65.622,351.5625,0.0025118864,510.26584,22.001842,653.47626,62d3a0235
9379200,48000,4800,223.13152,30.81974,351.5625,0.0026606529,528.99097,22.014742,643.061,4c1c61320
9384000,48000,4800,246.29599,41.38858,349.0625,0.004166065,703.80133,16.65279,372.02502,978277dcb
9388800,48000,4800,308.6679,42.203598,397.5,0.008675979,1062.6843,11.682309,172.18425,552f6e4c3
9393600,48000,4800,358.62262,29.484259,751.875,0.011150965,1210.1616,9.829476,125.851135,db5080986
9398400,48000,4800,347.14258,43.16226,466.5625,0.010792843,1204.3418,10.326708,135.47699,a36ad9c00
9403200,48000,4800,493.71115,41.894154,1567.8125,0.018931726,1597.9583,7.3167634,68.93238,42df5a376
9408000,48000,4800,909.0923,154.66365,4823.75,0.038901795,2234.1963,5.07516,36.065937,1e9b36bf0
9412800,48000,4800,531.56335,231.64438,2155.625,0.01987235,1638.3727,7.1511717,67.17875,e8a8463c9
9417600,48000,4800,528.5984,59.921993,2215.625,0.01969589,1627.0317,7.555988,74.567894,058e1d594
9422400,48000,4800,472.6043,22.936716,1273.75,0.019279363,1622.8585,8.390352,84.683136,1e3839286
9427200,48000,4800,882.2897,251.4735,3233.125,0.034364816,2041.796,6.0213866,48.784237,2e1e4e439
9432000,48000,4800,1098.9015,398.21014,4893.75,0.049978126,2380.835,4.923173,32.831238,48288f635
9436800,48000,4800,1364.7183,932.63873,5860.9375,0.05594232,2465.5684,4.6236005,35.002903,ade5935a8
9441600,48000,4800,590.83105,439.5729,1915.9375,0.019410394,1533.2532,8.252032,88.85811,0fc13b73f
9446400,48000,4800,834.2378,384.18546,3254.0625,0.035843365,1982.4968,6.0579295,49.02185,198077550
9451200,48000,4800,1404.6831,31.598297,7570.3125,0.08624845,3163.2478,3.8406055,19.169973,5e1e73980
9456000,48000,4800,1810.9712,8.73095,9402.1875,0.11437369,3597.138,3.1036954,13.125703,e1b82bc66
9460800,48000,4800,1340.0118,55.96439,6360.9375,0.07319927,2845.41,4.138991,22.884462,639ea1fb2
9465600,48000,4800,1159.7152,120.75866,5911.5625,0.06345332,2764.8203,4.4578648,25.918262,bdb0d538e
9470400,48000,4800,1036.5339,6402.3735,4794.0625,0.04286086,2150.2905,5.912045,67.16599,256b17e50
9475200,48000,4800,524.78284,6728.1357,2322.8125,0.019246088,1477.4286,7.6082325,82.617905,9e2f1b11a
9480000,48000,4800,840.20996,934.5849,3974.0625,0.03599259,2080.6726,5.6234975,43.10214,0dd69c678
9484800,48000,4800,734.9436,14307.582,3120.0,0.02474374,1446.6235,9.434699,182.35133,92bd2d276
9489600,48000,4800,949.6023,5352.9033,3725.0,0.017896166,1568.3235,4.815193,49.738255,4e20f000d
9494400,48000,4800,645.50653,986.0267,3099.375,0.02226425,1656.0516,6.156779,54.932644,c581ea79f
9499200,48000,4800,222.51636,2495.951,511.875,0.0040224316,638.1142,18.624836,525.4279,54b5d77ed
9504000,48000,4800,161.60524,521.9407,235.625,0.0023166565,496.5089,23.841242,756.2651,87f51bbd8
9508800,48000,4800,194.29646,652.6367,255.625,0.004627811,764.38525,18.441238,428.88254,72c3a501f
9513600,48000,4800,296.80524,120.2834,333.4375,0.011318555,1338.7361,11.492207,151.6421,8b854eb00
9518400,48000,4800,300.25256,52.655827,331.5625,0.011718815,1372.4631,11.134621,140.50812,35129fc6d
9523200,48000,4800,472.75156,91.219925,1151.875,0.020305378,1695.1106,8.56133,87.77803,097e8cdc1
9528000,48000,4800,1054.445,2130.0063,2795.0,0.02371885,1672.39,6.587917,60.348164,600b5bb8e
9532800,48000,4800,826.40234,96.34135,2087.5,0.029241625,1908.2375,7.0505857,60.95961,b2460285e
9537600,48000,4800,878.0402,42.511765,4506.875,0.05042821,2478.7393,5.3614573,36.154503,e1da0b255
9542400,48000,4800,1346.4991,38.55863,6934.0625,0.077155724,3041.2336,3.9951892,20.8843,be30e42fb
9547200,48000,4800,1117.348,7685.656,4875.3125,0.04485136,2016.576,5.772252,65.85025,1a34bcb48
9552000,48000,4800,576.032,3904.2559,2640.9375,0.021083815,1550.1725,7.8828874,98.52876,a6761d858
9556800,48000,4800,920.1005,8426.841,4030.9375,0.027490396,1875.8915,5.2456527,43.198654,d096b86c2
9561600,48000,4800,485.70697,10364.349,1842.8125,0.013487145,1239.639,9.258533,141.35635,9ffbae165
9566400,48000,4800,1137.5342,4886.475,4797.1875,0.032840397,2016.8285,4.1134596,27.713287,c9a93a94f
9571200,48000,4800,378.08145,4642.865,1525.3125,0.009280684,862.2718,14.4588995,387.87704,2fa55dbb2
9576000,48000,4800,181.149,663.78845,345.9375,0.0020658665,477.02292,22.37308,727.1647,b0215b546
9580800,48000,4800,194.64091,977.9519,380.3125,0.003312448,615.4975,20.329607,551.33594,690334b6c
9585600,48000,4800,313.60376,568.911,793.4375,0.009562566,1182.5719,12.873644,203.50224,d37993496
9590400,48000,4800,503.28223,233.79662,1169.6875,0.023250673,1854.9003,7.940373,72.60982,9d369b85e
9595200,48000,4800,1198.2714,4006.1375,4475.3125,0.0360018,2057.1025,4.72646,34.683926,009d40bc4
9600000,48000,4800,1016.9803,621.37274,4212.8125,0.038873762,2112.5864,5.2672167,38.429996,d0d7dd2be
9604800,48000,4800,1283.1722,634.2525,5214.0625,0.044119734,2172.7776,4.530546,31.933243,7b8cb759e
9609600,48000,4800,408.91553,923.7994,1354.6875,0.010111882,1130.3027,10.882168,166.75008,a9fe92d6a
9614400,48000,4800,619.4828,652.86176,2832.1875,0.023629315,1644.4968,7.210986,76.52997,1815d5bb2
9619200,48000,4800,499.42865,1762.565,1420.0,0.0115876235,1081.3597,11.837474,223.28041,fb8eccd91
9624000,48000,4800,791.4749,2316.7424,4015.625,0.026606912,1861.3329,5.089421,37.62046,b7eb3ecf1
9628800,48000,4800,767.08203,2240.9084,3543.75,0.02706754,1773.256,6.081093,58.05903,78fa9b7af
9633600,48000,4800,564.77264,994.9869,1844.375,0.015188341,1384.3016,9.346651,115.91685,28bd4901a
9638400,48000,4800,1492.4475,9577.488,4580.9375,0.031096963,1842.0354,4.431216,34.55963,e79a6706f
9643200,48000,4800,1220.3701,434.67142,4032.1875,0.039941095,2089.275,5.314253,39.81624,6c7ae506e
9648000,48000,4800,1214.7225,32.01773,4375.3125,0.05310002,2459.4666,5.0356374,32.54963,0cee8525a
9652800,48000,4800,1071.8019,15.724798,3507.8125,0.047851443,2525.2341,5.481079,35.92994,10c33829c
9657600,48000,4800,1420.4916,10.574948,6369.0625,0.073533766,3002.7288,4.2589955,23.052488,2e2e715e7
9662400,48000,4800,961.3131,3179.0,4665.3125,0.036490884,2079.8533,4.867176,35.22902,3dfa8df41
9667200,48000,4800,427.68732,5465.5723,1646.5625,0.012672261,977.676,15.644941,427.82864,034155bce
9672000,48000,4800,427.1522,4849.6626,1877.8125,0.013899733,1231.2057,10.380284,206.23338,ce5a5be19
9676800,48000,4800,798.69556,1721.3147,3975.3125,0.030323219,1847.9684,7.138467,86.20769,aac4a0548
9681600,48000,4800,289.71954,275.12988,713.4375,0.008453556,1088.9038,13.079615,207.15964,5bd45af8d
9686400,48000,4800,351.0198,322.02838,1069.375,0.013435548,1278.4379,10.431639,139.33746,c811ca378
9691200,48000,4800,432.7574,410.28302,1365.625,0.018462852,1566.0004,8.857341,94.23763,f0bf85c3b
9696000,48000,4800,616.9697,117.78611,2670.625,0.03310325,2073.393,6.621308,53.380436,0ea594f90
9700800,48000,4800,1007.8104,26.34426,5569.375,0.061306216,2781.2932,4.635211,26.718454,4d4485174
9705600,48000,4800,1267.722,25.876413,7080.0,0.0769421,3059.94,3.9794018,20.632418,7a57311d4
9710400,48000,4800,2197.6157,28.713041,8653.75,0.10588055,3290.714,2.65613,11.397506,fce1f89c3
9715200,48000,4800,2092.2664,21.529524,9486.5625,0.11114601,3509.6697,2.7439795,11.718175,37f42e5fe
9720000,48000,4800,2133.3108,53.48599,10789.0625,0.13201416,3749.013,2.9771395,13.483388,c76992476
9724800,48000,4800,717.2158,70.6419,3633.4375,0.03633255,2115.1526,5.87296,43.27296,c19545d6e
9729600,48000,4800,734.8041,57.623783,3948.4375,0.039040748,2231.2856,5.628746,39.60617,6cb5352da
9734400,48000,4800,852.71356,49.740314,4828.4375,0.047582548,2443.7576,5.111919,32.545692,67179f378
9739200,48000,4800,1115.2468,18.534857,6547.8125,0.066709906,2813.3162,4.251169,23.113667,8858d1e0d
9744000,48000,4800,1822.9196,9.351102,8464.6875,0.10939011,3516.9358,3.145979,13.906192,2e5269080
9748800,48000,4800,2223.1272,4.878354,9971.5625,0.13660097,3789.7917,2.797557,11.310832,552ead27b
9753600,48000,4800,2422.164,4.320738,10684.375,0.1425449,3844.0388,2.6122782,10.26737,b43ce90ef
9758400,48000,4800,2681.526,4.53326,10373.75,0.13913378,3788.7087,2.3764086,9.342814,98b15b212
9763200,48000,4800,2378.9624,4.468893,10334.375,0.13898854,3863.332,2.6612785,10.546352,99f743f7f
9768000,48000,4800,2388.769,2.6145277,11028.75,0.14844571,4003.9353,2.6119766,10.05361,c6cacf1ca
9772800,48000,4800,2682.0005,3.2823076,12688.125,0.155257,4234.4316,2.3301709,8.286979,398216af6
9777600,48000,4800,2725.7576,346.90598,10186.875,0.1049732,3550.026,2.2582228,10.264161,9299eeba0
9782400,48000,4800,1567.6544,28.65989,6158.125,0.056116372,2688.3943,3.9591098,22.854034,acacf2231
9787200,48000,4800,2468.8914,46.846504,8820.625,0.11073372,3413.8625,2.2525716,9.28335,0b6cf446a
9792000,48000,4800,1505.7219,6437.2305,5448.75,0.050452214,2290.7222,5.2794228,48.5861,f8e00ce0b
9796800,48000,4800,1043.0098,231.47995,3763.125,0.029839547,1983.4279,6.3718734,58.565235,2c801fd28
9801600,48000,4800,1178.696,721.23474,6236.25,0.051265012,2531.461,4.1989098,24.05426,a3db83419
9806400,48000,4800,1046.3611,13.447898,5656.875,0.05155667,2531.9785,4.5730867,27.36041,80cdb3245
9811200,48000,4800,1287.1027,22.891136,7136.875,0.068850495,2897.7344,4.096886,21.896612,3f693f476
9816000,48000,4800,1888.5844,328.4595,8391.875,0.08984992,3346.4094,3.306348,16.076082,56f666b8d
9820800,48000,4800,1279.281,706.531,5386.875,0.027810372,2158.8616,4.2478,29.88694,31c76ba95
9825600,48000,4800,1082.4379,27.023129,4174.375,0.028747726,1985.1937,5.619369,43.317513,9ca036178
9830400,48000,4800,1795.1288,105.30017,8275.0,0.08915055,3187.3638,3.2846525,15.673275,73d060ae2
9835200,48000,4800,1218.1737,8.427399,6621.25,0.06854699,2902.9504,4.215265,22.650862,78389ac05
9840000,48000,4800,2127.2961,486.35068,9212.8125,0.10208058,3553.4038,3.0164754,14.100462,48bf7dec1
9844800,48000,4800,1756.0729,1235.7864,7180.9375,0.03973877,2592.6045,2.7217205,13.450737,fdcd9914c
9849600,48000,4800,2156.8127,54.34742,7773.125,0.053923965,2883.2354,2.3121593,10.104126,e219b3cd9
9854400,48000,4800,2028.0521,29.099636,7720.0,0.059965566,2906.9233,2.462317,10.968481,058222bb1
9859200,48000,4800,1136.7035,13.035573,4765.0,0.042539075,2331.6833,5.035625,33.76859,b1ac6dee4
9864000,48000,4800,967.6525,11.336343,3004.375,0.039367322,2207.1826,6.0291886,43.84735,ba6edd732
9868800,48000,4800,1410.0662,24.60184,6093.4375,0.067348495,2875.383,4.582552,27.356764,5e9453bdd
9873600,48000,4800,2068.7634,18.06282,10734.0625,0.12660013,3944.007,2.7487266,10.565343,02e4fc9ce
9878400,48000,4800,2430.848,2.617451,14079.375,0.15202565,4414.2534,2.5284946,8.987244,77742bc7b
9883200,48000,4800,2633.968,1263.4673,9378.125,0.07604111,3289.8916,2.2320533,10.756288,a59098f21
9888000,48000,4800,1319.2163,44.364353,4731.875,0.018341295,1960.5614,4.6065087,34.77345,f7f1ff709
9892800,48000,4800,1104.6483,15.524177,3750.625,0.032532725,2064.3196,5.5279436,41.225246,c851fb86d
9897600,48000,4800,1098.7982,10.153556,4254.6875,0.041910246,2324.5342,5.33582,36.243774,1ba463291
9902400,48000,4800,1089.7473,6.385262,4230.3125,0.046260174,2421.9705,5.3243523,34.762688,fe8ac3132
9907200,48000,4800,1143.5582,7.523868,4665.0,0.051902834,2588.3728,5.1707454,32.34795,fa33faf35
9912000,48000,4800,1220.9044,2.669213,5548.75,0.060061246,2803.2068,4.7964597,27.518454,7f9cd5f1b
9916800,48000,4800,1324.4767,1.3311129,6325.0,0.06787707,3004.7578,4.4843073,24.107906,ea7dd82e0
9921600,48000,4800,1422.9847,1.190379,7256.25,0.078188986,3163.3574,4.138387,20.81413,9a3848e77
9926400,48000,4800,1483.5457,1.3165019,7652.5,0.08224339,3319.2363,3.9814494,19.274769,6f5cde569
9931200,48000,4800,1654.0892,0.86022377,9023.75,0.09567471,3632.2783,3.623595,16.054756,f0fc82e26
9936000,48000,4800,1741.5295,0.7937026,10057.8125,0.10337148,3781.6216,3.465756,14.756601,2781c7d43
9940800,48000,4800,1936.0327,0.6911801,11835.9375,0.12064162,3975.458,3.1615927,12.642708,1b92cc52b
9945600,48000,4800,1865.4829,1.1673206,11482.5,0.11787594,3955.5933,3.214738,12.968561,4fd0f3e64
9950400,48000,4800,1662.9545,6.9264817,9817.5,0.104004376,3681.945,3.5516992,15.732907,e19e09881
9955200,48000,4800,2238.7422,2.4699857,13806.25,0.15145324,4357.4736,2.7878883,10.410234,705831ef8
9960000,48000,4800,2701.2798,1.0892478,16288.75,0.18119255,4789.9634,2.3216035,7.61548,00fec52ff
9964800,48000,4800,3505.0684,3.3005269,14370.625,0.19830891,4575.1475,1.8541925,6.3142548,80622318a
9969600,48000,4800,2131.098,506.36942,8513.75,0.07565174,3143.5144,2.8827024,15.438868,804a10fd7
9974400,48000,4800,1430.5844,29.207073,7335.625,0.07956845,3222.321,3.9899838,20.948456,784417471
9979200,48000,4800,1522.6377,3.6762931,9657.5,0.10259916,3773.7,3.411148,14.501728,88bc896e3
9984000,48000,4800,1685.0728,2.2209232,12043.4375,0.11162594,4048.395,3.1789215,12.6153145,7cf9065aa
9988800,48000,4800,2329.4546,16.89111,10400.9375,0.122516006,3804.3933,2.4783614,9.716855,d3a1976cb
9993600,48000,4800,2498.0186,7336.0293,9668.125,0.089051284,3383.778,2.3156362,10.12666,fc97c105a
9998400,48000,4800,773.35065,191.05615,2333.75,0.0073316162,1212.3004,7.794323,94.48875,877cd3148
10003200,48000,4800,691.2236,63.7706,1528.4375,0.009630374,1176.8335,10.319683,140.82133,189cf948f
10008000,48000,4800,629.5911,35.14927,1323.4375,0.009131894,1169.0333,11.615518,168.21208,7de9e6f46
10012800,48000,4800,675.7119,23.689978,1320.9375,0.014278734,1439.2786,9.918193,117.211044,7103cb89b
10017600,48000,4800,1027.2,42.588394,3158.4375,0.036657974,2139.955,6.390256,51.355804,a274d8518
10022400,48000,4800,1889.1737,506.4196,8456.5625,0.064170405,3039.923,3.0544417,14.172119,e5f01809e
10027200,48000,4800,1294.5831,189.85605,5408.4375,0.043229543,2268.7048,4.93438,35.278713,090ecd3e6
10032000,48000,4800,858.377,176.13153,2236.25,0.026733479,1865.135,7.3605194,64.8832,a6e4c30d0
10036800,48000,4800,848.4779,115.73917,2086.25,0.029451406,1991.646,7.1373463,59.35881,d4daebd56
10041600,48000,4800,860.5102,108.629585,2175.9375,0.0323025,2104.575,6.837422,53.982124,2631a8010
10046400,48000,4800,892.074,61.13634,2325.3125,0.03556645,2246.3633,6.4129477,47.256424,9e1cfe09f
10051200,48000,4800,982.8722,43.081665,3384.0625,0.042627275,2485.2896,5.7741356,38.395943,42688a8c6
10056000,48000,4800,1274.7809,26.55729,6657.1875,0.06534985,2946.9011,4.446203,24.137617,e4906b94f
10060800,48000,4800,1277.1176,1.7543085,6511.875,0.068984844,3040.6104,4.387999,23.244226,d056fa71e
10065600,48000,4800,1485.0317,12.422704,7656.875,0.083306365,3187.2158,3.7902296,18.49584,ce5db2684
10070400,48000,4800,1259.4852,8.101683,6376.875,0.069720216,3007.7346,4.364478,23.2461,a493fd064
10075200,48000,4800,1607.0052,1.8215623,8536.875,0.094106995,3492.8665,3.5989218,16.293188,5a26f0b0c
10080000,48000,4800,2051.4583,4.874292,10126.875,0.12089769,3783.3726,2.8905065,11.699505,821a01805
10084800,48000,4800,2344.3796,401.186,9683.75,0.09977652,3482.9563,2.3365512,9.492365,151ab9a74
10089600,48000,4800,1242.3612,43.06697,5277.8125,0.04243414,2510.6863,4.498071,27.448925,bee1add31
10094400,48000,4800,1700.6558,37.388992,7561.5625,0.080413766,3156.5654,3.63622,18.886148,0b1b390da
10099200,48000,4800,1981.2205,2901.5176,8058.125,0.07990097,3122.9055,3.374597,19.415646,eb7664a75
10104000,48000,4800,805.12634,69.28117,2388.125,0.03432768,2192.9958,6.375756,47.621986,22c82e6f4
10108800,48000,4800,1247.0927,82.47719,6987.5,0.06619741,2980.195,4.1844783,22.386568,a67f6fdce
10113600,48000,4800,1850.4908,12.69465,8893.75,0.09692009,3492.7139,2.9258032,12.710481,e6a000183
10118400,48000,4800,3370.6938,671.8578,11062.5,0.11026649,3921.6191,1.7460171,6.667268,b3b3c1575
10123200,48000,4800,1873.9302,73.00175,8858.125,0.09173894,3345.7942,3.4116962,16.356527,5a638552d
10128000,48000,4800,1065.0157,9.85902,4525.3125,0.050333064,2517.1687,5.163259,32.870903,f29bb0ccf
10132800,48000,4800,1016.14355,5.8204956,3881.5625,0.049286764,2589.607,5.356444,33.990444,b88786bea
10137600,48000,4800,1236.202,4.4494953,6100.0,0.064786725,3003.4912,4.5474253,24.732897,fcf6d5d05
10142400,48000,4800,2147.297,9.617739,10363.125,0.12089846,3774.382,2.7516732,11.049226,d79e0f19a
10147200,48000,4800,2109.9138,42.747723,10475.625,0.1224952,3721.974,2.6700585,10.56783,f1c3f15b6
10152000,48000,4800,1817.3278,38.05634,9353.75,0.10382296,3491.802,3.0375984,12.896093,c1cd517a3
10156800,48000,4800,2490.2266,7.5936685,10999.0625,0.12954384,3856.5024,2.683429,10.7580595,60edfc221
10161600,48000,4800,2231.6409,15285.623,9364.0625,0.091707855,3369.5417,2.5960872,11.372412,d155357b9
10166400,48000,4800,644.99603,3160.6685,2776.5625,0.010416824,1254.9396,7.624728,112.73237,0b16b6bd3
10171200,48000,4800,370.6566,1278.1575,1000.3125,0.004573834,764.3059,14.219261,303.82275,ce0a970d0
10176000,48000,4800,1077.3746,2067.0325,5422.1875,0.049916025,2405.9375,4.7821503,33.256374,755a49d7b
10180800,48000,4800,1932.8264,57.354042,10100.3125,0.10351527,3544.103,2.716209,10.746492,4f01ee6b1
10185600,48000,4800,2477.7542,24.448992,11028.75,0.13013662,3809.1646,2.3277998,8.732201,725d81044
10190400,48000,4800,2230.6357,18.434,11081.25,0.124533586,3880.2693,2.6494486,10.3946295,666766532
10195200,48000,4800,1706.3245,289.40506,6951.5625,0.064574294,2750.617,3.7354712,22.508266,be9dcad6b
10200000,48000,4800,1209.5648,8.468187,5142.8125,0.05185276,2498.5825,4.794916,30.190315,96c1cc9c7
10204800,48000,4800,1781.2129,88.0465,8726.25,0.09231044,3278.319,3.1882334,14.396781,c6f79357e
10209600,48000,4800,1519.2933,610.2992,7716.875,0.07462664,2914.938,3.5436344,17.410501,aabac3b4d
10214400,48000,4800,1579.7098,55.086887,8320.9375,0.07847178,3104.1228,3.3252056,15.715355,181202573
10219200,48000,4800,1216.5569,4094.4946,5712.1875,0.03531054,2086.0505,4.917474,48.638783,2f627794a
10224000,48000,4800,574.3475,89.38276,1589.375,0.007875285,1132.4485,10.454188,151.49088,92eade7bd
10228800,48000,4800,1141.5137,800.96075,4588.75,0.039266,2086.1458,7.4399414,86.00328,8bc84c658
10233600,48000,4800,1340.9908,125.33056,6935.9375,0.0731981,3035.2515,4.16083,21.908495,97ac1abb9
10238400,48000,4800,2226.3367,2.5194724,11429.6875,0.13159965,4002.9192,2.7040992,10.484821,8429352f0
10243200,48000,4800,2575.8088,4.466802,11492.1875,0.15586469,4105.9805,2.3414586,8.689932,3d730e03e
10248000,48000,4800,1824.3052,1287.6886,8033.4375,0.089646265,3084.5571,3.7810647,23.979816,8561870ca
10252800,48000,4800,1058.5758,114.26857,5243.125,0.05044059,2570.1455,4.889435,30.437956,76259adc3
10257600,48000,4800,874.67377,11.626606,2981.25,0.040126253,2327.1616,6.03359,42.57303,05a2cab88
10262400,48000,4800,1208.2235,5.799235,5745.9375,0.061029613,2916.87,4.7605977,27.53933,79864d42a
10267200,48000,4800,3204.57,43.05675,13357.1875,0.1634677,4368.527,2.042993,7.1622167,752146cf9
10272000,48000,4800,2500.6914,0.9841179,14777.5,0.16622877,4457.6675,2.5334222,8.88009,e8f30ae89
10276800,48000,4800,2597.2383,1.8589702,13036.25,0.16096362,4145.7036,2.5594006,9.488061,9e799a316
10281600,48000,4800,3133.3467,1.6058542,13997.813,0.18814753,4347.3623,2.1494646,7.4896564,e7e4a047c
10286400,48000,4800,3006.4753,5.821621,11235.9375,0.16863571,3991.62,2.1279418,7.9155574,d464968e3
10291200,48000,4800,2657.94,48.544407,11239.6875,0.1457183,3950.918,2.2856023,8.542208,4fb0a3c59
10296000,48000,4800,1945.6118,16.724476,10145.9375,0.120178856,3684.8809,3.0966125,13.339881,dfc4f96ee
10300800,48000,4800,2900.8857,40.102375,12288.437,0.15648806,4152.2393,2.3979096,9.168715,aef108318
10305600,48000,4800,1147.6581,2448.331,5000.9375,0.03361695,2115.7466,5.206753,42.78476,949e59a72
10310400,48000,4800,675.715,20.189037,1619.0625,0.016827432,1504.8075,8.980244,98.69592,b2ab4305d
10315200,48000,4800,739.70056,6.888619,1570.3125,0.024610637,1826.0958,7.687963,69.19351,c95987a85
10320000,48000,4800,1563.4337,101.95582,6835.625,0.080864206,3065.335,4.211204,24.905293,804f676f2
10324800,48000,4800,2215.9646,4742.072,7987.5,0.07258968,2950.9807,2.801662,16.654627,64e062105
10329600,48000,4800,1352.0989,189.60374,5624.6875,0.032020416,2185.1672,5.0786247,44.526295,a83a92816
10334400,48000,4800,1487.8595,335.56644,7949.6875,0.07669438,3098.8638,3.682647,18.682295,dad4b15bd
10339200,48000,4800,1814.9835,6710.252,8594.375,0.07235789,3170.7598,3.0413675,15.74263,44c25b6b2
10344000,48000,4800,576.78845,1598.4414,2053.75,0.0063425344,1176.6425,7.9976115,102.711555,0bb96a8db
10348800,48000,4800,544.974,138.53056,1966.25,0.00774433,1163.2532,10.922277,158.72134,d62777aab
10353600,48000,4800,1056.0082,185.10716,5453.75,0.042284533,2371.1438,5.2299147,38.586197,9c12ce72a
10358400,48000,4800,868.5672,61.774628,4001.5625,0.037415676,2221.5376,5.4922194,39.14804,652a8262a
10363200,48000,4800,618.40564,40.72426,1615.9375,0.026275976,1890.8661,7.5297785,66.24366,fce136306
10368000,48000,4800,1125.7393,35.349148,5712.5,0.05684838,2700.6653,4.74147,29.870989,1733c6620
10372800,48000,4800,745.6763,19.537857,2816.25,0.03726059,2254.8005,6.010032,42.65358,8e6bed670
10377600,48000,4800,1695.07,102.46528,8755.3125,0.09238252,3285.944,3.4172502,16.204185,5e2162f8b
10382400,48000,4800,3496.941,392.83572,13882.188,0.17815499,4621.6274,1.6774089,5.5012155,0438cd122
10387200,48000,4800,2091.8813,573.21045,8645.3125,0.06954207,3096.4512,2.8193266,13.67029,19547756b
10392000,48000,4800,2673.054,61.23539,10297.1875,0.123867966,3894.098,2.0368948,7.3977118,5733d9b45
10396800,48000,4800,1367.3208,2892.4585,5477.5,0.05232829,2538.475,4.799052,35.084976,33ed09a4c
10401600,48000,4800,1628.5878,50.91272,6836.25,0.07363935,2931.07,3.8058536,22.08703,9d6fe026f
10406400,48000,4800,2006.2252,115.10013,9122.5,0.09565058,3417.1116,2.6532931,11.182925,1ddf36c4f
10411200,48000,4800,1748.7845,1138.763,7555.0,0.07361187,2923.8557,3.5878348,23.249514,f260c65a6
10416000,48000,4800,908.3908,116.61468,4676.5625,0.043598354,2316.3213,5.5422053,42.23326,9f45d1094
10420800,48000,4800,1522.749,24.158918,8728.4375,0.093288094,3415.34,3.563599,16.719336,493b9d9ed
